0.041571908	-0.0057338686	-0.031653617	-0.023169303	-0.037634857	-0.016512183	-0.027482847	0.014684881	-0.024269758	0.01807416	0.0021452808	0.0005751073	0.013766184	-0.011801881	-0.014315053	0.0342173
-0.020510023	0.040151697	-0.001550123	0.012862218	-0.018999144	-0.008081001	-0.012209595	-0.042440277	-0.057816375	-0.004951273	-0.030456867	0.02673381	0.015584257	0.019662831	0.018921463	0.028486356
-0.078750804	-5.658425e-05	-0.017879488	-0.08340202	0.053176604	0.042557746	0.053717267	0.025723953	-0.053026333	-0.0007069665	0.0029268125	0.06741402	0.012625133	0.008814368	0.06491012	-0.0129096
0.0050564143	-0.011318606	-0.044859078	0.026048979	-0.05971614	0.020050086	0.022900432	-0.0008760196	-0.042956967	-0.0005465541	-0.050751574	-0.019333467	-0.046226792	-0.0072838916	0.026083097	0.0058711953
-0.017318862	-0.010040705	-0.038047433	0.046738736	0.022877779	0.040290616	-0.018420422	0.049560763	0.013497519	-0.023724023	0.015242794	-0.012725325	-0.024826521	-0.015330293	-0.033406585	0.024794735
-0.06000799	-0.0006333841	0.026685812	-0.01654757	-0.026584724	-0.03818656	0.013116325	0.028515803	-0.020094747	-0.05441282	0.031804536	0.019837676	0.010426461	-0.052539073	0.042387616	0.004294475
0.038815703	-0.01574676	0.019973919	-0.030667223	0.048209548	0.08745565	-0.00020006491	-0.009273608	-0.03965404	-0.0033049558	-0.052333545	0.0741043	0.0024432775	0.0029767836	0.061642487	-0.01185667
-0.031179762	0.001008279	0.05927021	0.012664555	0.011345097	-0.0040607615	0.040655483	-0.023332711	0.01223715	0.022010384	0.010504717	0.01169383	-0.008739762	0.060617138	0.006652038	-0.041656982
0.0053535514	0.02448905	-0.012554446	-0.040539257	0.06485571	0.0019624324	0.032306712	-0.038682986	0.03267523	-0.055371195	0.026038855	0.018198142	0.034384515	0.0059289834	-0.032217607	0.024700208
-0.00049916754	0.01589111	0.018160207	-0.053617965	0.043405462	0.011691351	0.06295878	-0.04197253	0.0058284015	-0.014844786	0.0023024483	0.05729417	-0.03918374	-0.042102113	0.010352493	0.059254702
0.010045915	0.055372197	0.016932212	0.04825324	-0.045618385	0.015447376	0.0046998435	-0.02277423	0.027647471	-0.020357387	0.010481417	0.04871857	0.03515353	0.010908582	-0.024604082	0.043238223
0.03220666	0.002267766	0.059644543	-0.0033568714	0.07397045	0.016990013	0.01958965	-0.048447438	-0.017886203	-0.12565409	0.02382487	0.052323878	-0.07948798	-0.007224303	-0.0063546714	-0.036396388
-0.02850143	-0.012045928	-0.034952037	0.013159041	0.021046735	0.034033187	0.0010931316	0.01943698	0.033179313	-0.031239461	0.012550395	-0.023478098	-0.01593619	0.01866397	0.03487051	0.029065082
0.048001442	0.011319833	0.016936284	0.056057088	0.048015278	-0.053250294	-0.04975215	0.000550224	0.0010806551	-0.036082294	-0.02560717	-0.06041968	0.093267985	0.07124963	-0.014212721	-0.067737
0.011960645	0.007906345	-0.062101867	-0.019366773	-0.023008164	-0.0024425255	0.02324169	0.019147953	-0.067236215	0.07826851	-0.02665273	0.07308465	-0.04696963	0.0015013249	0.014275856	0.026859816
-0.054091897	-0.024089973	-0.052194025	0.018593721	-0.017414559	0.005358205	-0.020906033	0.004909436	-0.013363725	0.029477982	0.0039599296	0.020379983	-0.02441206	-0.045840558	-0.011894759	-0.0014904735
-0.021518365	0.028062724	-0.07924504	0.035573184	0.0611795	0.014764833	0.024197066	0.028676527	0.038136244	-0.006254179	-0.022043401	-0.028426768	-0.033019137	-0.067469254	0.059035543	0.028568413
-0.06823089	0.037479147	-0.017383115	-0.027630437	-0.04127165	-0.022229109	-0.025815409	-0.021586219	0.03326905	0.099676475	0.011327827	-0.04590999	-0.043122273	0.061453268	-0.021991769	-0.013291293
-0.059181377	0.029942766	0.01854172	-0.016256543	0.053572208	0.034947805	0.08607204	-0.029349862	0.0015457538	-0.20416966	0.018947335	-0.0027867246	0.0278007	0.017771197	0.048997506	-0.025010377
0.0043243826	-0.029658945	0.015003125	-0.026527045	0.07136338	0.027096504	-0.01940441	-0.006610864	0.016805954	-0.0036340158	0.00093190063	-0.028970944	0.053781416	0.005958054	0.040268634	0.038666945
0.03983119	0.017943854	-0.10888456	-0.0098700095	0.044284165	0.009590765	-0.043147236	0.0773818	0.053091127	-0.033416852	0.024553971	0.013222654	0.049743216	0.01893861	-0.031800464	-0.047538754
0.079794	-0.045532834	0.008095769	0.027512673	0.0058533517	0.026400452	-0.0599892	0.024915041	0.0026178376	0.023469761	-0.010877071	0.013237666	0.026709907	0.055130485	0.0010168607	-0.021509817
-0.055701207	0.018196449	-0.05615342	-0.009525253	-0.00116774	0.059055682	0.06948577	-0.04769189	-0.02200076	-0.08269887	-0.043561522	0.029112646	-0.021967208	-0.08056471	0.07577292	0.01345061
0.049016654	-0.036157414	-0.0622693	0.056877393	0.022430336	-0.115034744	-0.029531512	0.024383076	0.082318254	-0.016138423	0.02441236	-0.052639548	0.08304489	0.07426983	-0.06018195	-0.021556346
